anime_id,name,genre,type,episodes,rating,members,studio,release_year,status,source,age_rating,tags
11001,Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Military, Romance",Movie,1,7.96,10244,Wit Studio,2010,Ongoing,Game,R+,"Sci-Fi, Comedy"
17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,7.96,64897,Toei Animation,2020,Upcoming,Web Novel,R,"Action, Drama"
21185,Baby Steps,"Romance, School, Shounen, Sports",TV,25,7.96,59818,Bones,1998,Ongoing,Web Novel,PG-13,"Slice of Life, Sci-Fi"
9724,Break Blade 5: Shisen no Hate,"Action, Mecha, Military, Shounen",Movie,1,7.96,40053,Bones,2012,Upcoming,Manga,PG-13,"Drama, Sci-Fi"
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,"Action, Mecha, Military, Super Power",OVA,1,7.96,23204,Kyoto Animation,1985,Ongoing,Original,PG,"Action, Comedy"
4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",OVA,3,7.96,40358,Kyoto Animation,1983,Upcoming,Original,G,"Action, Horror"
12413,Jormungand,"Action, Adventure, Seinen",TV,12,7.96,137610,Madhouse,1991,Upcoming,Light Novel,R,"Romance, Sci-Fi"
2076,Kindaichi Shounen no Jikenbo (TV),"Mystery, Shounen",TV,148,7.96,8655,Studio Pierrot,2012,Upcoming,Manga,R,"Action, Comedy"
31251,Mobile Suit Gundam: Iron-Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,7.96,60525,Toei Animation,1977,Upcoming,Game,PG,"Romance, Horror"
5485,Shin Mazinger Shougeki! Z-hen,"Action, Mecha, Shounen, Super Power",TV,26,7.96,7872,Wit Studio,1988,Upcoming,Game,G,"Romance, Fantasy"
5005,Tentai Senshi Sunred,"Comedy, Parody, Seinen, Super Power",TV,26,7.96,12236,Toei Animation,2010,Completed,Web Novel,G,"Sci-Fi, Drama"
890,Yuusha-Ou GaoGaiGar,"Adventure, Mecha, Sci-Fi, Shounen",TV,49,7.96,10031,Toei Animation,2004,Ongoing,Game,PG-13,"Slice of Life, Drama"
269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,7.95,624055,Kyoto Animation,1983,Ongoing,Web Novel,PG,"Romance, Action"
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.95,394399,Madhouse,1978,Completed,Web Novel,R+,"Sci-Fi, Adventure"
1472,City Hunter 3,"Action, Comedy, Mystery, Shounen",TV,13,7.95,6723,Kyoto Animation,1976,Completed,Game,R+,"Fantasy, Adventure"
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,7.95,65503,Madhouse,1971,Ongoing,Web Novel,G,"Horror, Romance"
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery",Special,1,7.95,6515,Madhouse,2001,Upcoming,Original,PG,"Horror, Fantasy"
8609,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.95,7757,Toei Animation,1992,Completed,Original,PG-13,"Adventure, Fantasy"
6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,7.95,116832,Kyoto Animation,1993,Upcoming,Original,R,"Action, Romance"
8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416,Toei Animation,2020,Upcoming,Light Novel,G,"Action, Slice of Life"
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6,7.95,8847,Studio Pierrot,1976,Completed,Web Novel,G,"Fantasy, Adventure"
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,7.95,284846,Toei Animation,1980,Upcoming,Game,R,"Drama, Slice of Life"
19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,7.95,67732,Madhouse,2014,Upcoming,Web Novel,R,"Romance, Horror"
25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,7.95,43545,Kyoto Animation,2017,Ongoing,Web Novel,R,"Fantasy, Comedy"
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",TV,13,7.95,86475,Madhouse,2019,Completed,Game,G,"Drama, Sci-Fi"
27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,7.95,213493,Bones,1979,Ongoing,Web Novel,R,"Comedy, Adventure"
21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1,7.95,94677,Bones,2011,Ongoing,Web Novel,PG-13,"Slice of Life, Horror"
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008,Bones,1972,Completed,Light Novel,G,"Comedy, Sci-Fi"
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665,Studio Pierrot,2000,Completed,Original,G,"Fantasy, Horror"
2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,7.95,7761,Wit Studio,2022,Ongoing,Manga,G,"Drama, Slice of Life"
12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.95,172367,Studio Pierrot,1979,Upcoming,Game,PG-13,"Adventure, Romance"
543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,7.95,68229,Studio Pierrot,1971,Ongoing,Light Novel,R,"Horror, Comedy"
23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,7.95,28339,Toei Animation,1970,Completed,Manga,R,"Comedy, Fantasy"
9252,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.94,42653,Kyoto Animation,1993,Completed,Original,PG,"Comedy, Action"
12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6,7.94,49891,Madhouse,2005,Completed,Manga,PG-13,"Sci-Fi, Fantasy"
1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,20347,Kyoto Animation,1996,Completed,Web Novel,PG-13,"Romance, Horror"
4447,Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,19290,Wit Studio,2019,Ongoing,Light Novel,PG-13,"Drama, Slice of Life"
317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,7.94,138659,Madhouse,2008,Ongoing,Web Novel,PG,"Fantasy, Slice of Life"
22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13,7.94,150596,Kyoto Animation,2003,Ongoing,Game,R,"Fantasy, Romance"
13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,7.94,12076,Bones,1982,Completed,Web Novel,R+,"Fantasy, Comedy"
9563,Hidamari Sketch x ☆☆☆ Specials,"Comedy, School, Slice of Life",Special,2,7.94,8734,Studio Pierrot,2009,Ongoing,Original,PG-13,"Sci-Fi, Fantasy"
16904,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1,7.94,98549,Bones,2001,Completed,Game,R+,"Drama, Sci-Fi"
97,Last Exile,"Action, Adventure, Sci-Fi",TV,26,7.94,104193,Bones,2020,Completed,Web Novel,PG,"Drama, Romance"
20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,7.94,26709,Madhouse,1984,Completed,Original,PG-13,"Adventure, Fantasy"
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.94,35711,Wit Studio,1994,Ongoing,Game,R,"Horror, Action"
1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,Unknown,7.94,533578,Bones,2003,Completed,Web Novel,G,"Adventure, Romance"
20159,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.94,85947,Studio Pierrot,1973,Completed,Game,PG-13,"Horror, Romance"
12403,Yuru Yuri♪♪,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.94,83097,Studio Pierrot,2004,Ongoing,Manga,PG,"Sci-Fi, Romance"
7044,Zan Sayonara Zetsubou Sensei Bangaichi,"Comedy, Parody, School",OVA,2,7.94,22704,Toei Animation,1985,Completed,Manga,R,"Fantasy, Slice of Life"
31646,3-gatsu no Lion,"Drama, Game, Seinen, Slice of Life",TV,23,7.93,59492,Kyoto Animation,2006,Ongoing,Original,R+,"Adventure, Sci-Fi"
32998,91 Days,"Action, Drama, Historical",TV,12,7.93,140604,Bones,1997,Ongoing,Web Novel,G,"Horror, Drama"
30123,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",TV,12,7.93,157551,Kyoto Animation,2010,Completed,Game,PG-13,"Adventure, Horror"
31339,Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",TV,12,7.93,102857,Kyoto Animation,1984,Upcoming,Original,PG-13,"Horror, Drama"
2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1,7.93,140277,Studio Pierrot,2004,Completed,Manga,PG,"Action, Romance"
468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714,Wit Studio,1989,Completed,Web Novel,PG-13,"Action, Fantasy"
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1,7.94,13094,Toei Animation,1996,Upcoming,Manga,R+,"Action, Sci-Fi"
25303,Haikyuu!! OVA,"Shounen, Sports",OVA,2,7.93,30063,Madhouse,1978,Completed,Light Novel,G,"Action, Horror"
24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073,Studio Pierrot,1971,Ongoing,Web Novel,G,"Fantasy, Action"
516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,7.93,31632,Kyoto Animation,1973,Upcoming,Manga,G,"Sci-Fi, Slice of Life"
1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,7.93,10873,Bones,1982,Ongoing,Light Novel,PG,"Romance, Drama"
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,7.93,20637,Madhouse,2008,Ongoing,Game,PG,"Adventure, Drama"
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973,Madhouse,2012,Completed,Game,R+,"Fantasy, Horror"
8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1,7.93,23388,Wit Studio,2021,Upcoming,Light Novel,PG-13,"Horror, Slice of Life"
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380,Bones,1996,Ongoing,Manga,PG-13,"Fantasy, Comedy"
6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi, Shounen",Special,2,7.93,4975,Madhouse,2002,Upcoming,Manga,R+,"Romance, Comedy"
7588,Saraiya Goyou,"Historical, Samurai, Seinen",TV,12,7.93,40819,Studio Pierrot,2011,Upcoming,Original,G,"Horror, Slice of Life"
10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,7.93,37657,Toei Animation,1982,Upcoming,Light Novel,R,"Romance, Drama"
1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,7.93,32742,Madhouse,2005,Ongoing,Web Novel,PG,"Action, Comedy"
31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,7.93,22487,Toei Animation,1976,Ongoing,Game,PG-13,"Action, Drama"
2265,Transformers the Movie,"Action, Mecha",Movie,1,7.93,6540,Kyoto Animation,1984,Upcoming,Web Novel,G,"Comedy, Romance"
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431,Toei Animation,2003,Completed,Game,G,"Adventure, Comedy"
202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863,Kyoto Animation,2002,Upcoming,Light Novel,G,"Drama, Adventure"
30370,Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",OVA,3,7.92,29398,Bones,2000,Completed,Web Novel,R+,"Horror, Romance"
9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,7.92,583823,Bones,1991,Ongoing,Manga,R,"Slice of Life, Fantasy"
1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,7.92,316853,Madhouse,2014,Ongoing,Original,PG-13,"Fantasy, Sci-Fi"
34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,8.1,2493,Madhouse,2006,Ongoing,Manga,R,"Fantasy, Romance"
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7.91,7515,Kyoto Animation,1982,Completed,Web Novel,PG,"Romance, Fantasy"
17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191,Kyoto Animation,2005,Completed,Game,G,"Drama, Romance"
1824,Hadashi no Gen,"Drama, Historical",Movie,1,7.92,16474,Bones,1990,Completed,Web Novel,R,"Action, Drama"
4192,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,7.92,67323,Wit Studio,1988,Ongoing,Original,PG,"Sci-Fi, Adventure"
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373,Studio Pierrot,1985,Completed,Light Novel,PG-13,"Fantasy, Action"
30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1,7.92,10306,Wit Studio,2013,Completed,Original,R+,"Slice of Life, Sci-Fi"
19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,7.92,53024,Bones,1978,Ongoing,Original,G,"Romance, Horror"
4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833,Toei Animation,1987,Completed,Game,PG,"Action, Romance"
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1,7.92,7695,Studio Pierrot,1998,Ongoing,Original,R+,"Romance, Sci-Fi"
5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,7.92,229567,Toei Animation,2012,Upcoming,Light Novel,R+,"Sci-Fi, Romance"
6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1,7.92,9695,Wit Studio,1977,Ongoing,Game,PG,"Adventure, Romance"
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,7.91,77103,Toei Animation,1977,Upcoming,Manga,PG-13,"Adventure, Slice of Life"
388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711,Wit Studio,1976,Upcoming,Manga,PG-13,"Drama, Adventure"
28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137,Bones,2016,Completed,Web Novel,PG,"Slice of Life, Romance"
1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,7.91,6337,Toei Animation,2002,Completed,Manga,PG-13,"Comedy, Romance"
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,7.91,26746,Madhouse,1979,Completed,Manga,PG-13,"Horror, Fantasy"
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,7.91,5939,Bones,2001,Ongoing,Web Novel,PG-13,"Sci-Fi, Horror"
1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,7.91,3205,Kyoto Animation,1971,Ongoing,Web Novel,R+,"Horror, Comedy"
33221,Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.92,2833,Studio Pierrot,1970,Completed,Game,PG-13,"Adventure, Sci-Fi"
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599,Bones,1999,Ongoing,Web Novel,PG-13,"Horror, Comedy"
31592,Pokemon XY&amp;Z,"Action, Adventure, Comedy, Fantasy, Kids",TV,47,7.91,15627,Madhouse,2016,Ongoing,Web Novel,R,"Adventure, Drama"
31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575,Bones,1986,Ongoing,Game,G,"Sci-Fi, Fantasy"
28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566,Kyoto Animation,1989,Completed,Original,PG-13,"Slice of Life, Fantasy"
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074,Madhouse,2003,Upcoming,Original,R+,"Romance, Comedy"
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458,Wit Studio,2011,Upcoming,Original,G,"Adventure, Sci-Fi"
21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793,Madhouse,2001,Completed,Original,R,"Sci-Fi, Adventure"
6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,7.9,16670,Toei Animation,2016,Upcoming,Game,G,"Horror, Romance"
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963,Bones,1989,Upcoming,Light Novel,R,"Slice of Life, Adventure"
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672,Wit Studio,1987,Completed,Game,R,"Horror, Adventure"
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,7.9,28341,Madhouse,2021,Completed,Manga,PG-13,"Comedy, Drama"
5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051,Toei Animation,1992,Upcoming,Game,G,"Slice of Life, Comedy"
3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,7.9,19180,Kyoto Animation,1974,Upcoming,Web Novel,PG-13,"Horror, Drama"
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7.9,7999,Madhouse,2006,Upcoming,Game,R,"Romance, Fantasy"
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479,Madhouse,1990,Upcoming,Web Novel,PG,"Comedy, Slice of Life"
4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625,Kyoto Animation,1975,Ongoing,Manga,R,"Horror, Adventure"
28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports",Movie,1,7.9,4641,Studio Pierrot,1994,Completed,Manga,R+,"Romance, Comedy"
21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.9,27462,Bones,2013,Upcoming,Web Novel,PG-13,"Slice of Life, Comedy"
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48,7.9,6473,Wit Studio,1988,Completed,Light Novel,R+,"Horror, Comedy"
8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228,Studio Pierrot,1996,Upcoming,Light Novel,PG-13,"Action, Drama"
21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417,Madhouse,1974,Completed,Web Novel,R,"Romance, Fantasy"
532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911,Toei Animation,1982,Ongoing,Web Novel,R,"Slice of Life, Sci-Fi"
552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,7.89,182208,Kyoto Animation,1988,Ongoing,Game,PG,"Drama, Sci-Fi"
13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809,Kyoto Animation,1997,Completed,Web Novel,R,"Sci-Fi, Fantasy"
7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825,Kyoto Animation,1985,Ongoing,Manga,R+,"Adventure, Romance"
249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632,Toei Animation,2009,Completed,Original,PG,"Slice of Life, Drama"
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,7.89,16373,Madhouse,2007,Ongoing,Manga,R+,"Drama, Horror"
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079,Studio Pierrot,1991,Upcoming,Game,PG,"Horror, Comedy"
9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,7.89,50496,Toei Animation,1974,Ongoing,Game,R+,"Adventure, Slice of Life"
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975,Wit Studio,2018,Completed,Manga,PG-13,"Slice of Life, Romance"
6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.89,15220,Kyoto Animation,1990,Upcoming,Manga,PG-13,"Comedy, Sci-Fi"
80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566,Madhouse,1973,Completed,Light Novel,R,"Comedy, Sci-Fi"
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343,Bones,1993,Completed,Web Novel,R,"Horror, Slice of Life"
20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,7.89,104775,Studio Pierrot,1992,Upcoming,Light Novel,PG,"Romance, Fantasy"
10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265,Madhouse,2016,Ongoing,Original,R,"Comedy, Fantasy"
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663,Toei Animation,2014,Ongoing,Light Novel,G,"Action, Horror"
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,7.89,92088,Studio Pierrot,1985,Upcoming,Web Novel,G,"Comedy, Action"
11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657,Kyoto Animation,2014,Upcoming,Original,PG-13,"Romance, Horror"
32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7.88,7999,Bones,2022,Completed,Manga,PG,"Slice of Life, Adventure"
11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,7.88,105183,Madhouse,2007,Upcoming,Game,R+,"Adventure, Slice of Life"
28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,7.88,152811,Kyoto Animation,2006,Upcoming,Game,G,"Comedy, Horror"
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091,Wit Studio,2006,Ongoing,Original,PG,"Adventure, Fantasy"
1520,Black Jack,Drama,OVA,12,7.88,14414,Studio Pierrot,1994,Completed,Original,PG,"Action, Romance"
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349,Bones,1983,Ongoing,Light Novel,R,"Horror, Romance"
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,7.88,22774,Kyoto Animation,1993,Completed,Original,R,"Fantasy, Comedy"
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,7.88,14348,Toei Animation,1978,Completed,Web Novel,PG,"Drama, Romance"
6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787,Wit Studio,1985,Ongoing,Game,R,"Sci-Fi, Horror"
251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,7.88,58150,Toei Animation,1971,Ongoing,Web Novel,G,"Action, Sci-Fi"
18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,Studio Pierrot,2015,Ongoing,Light Novel,R,"Action, Romance"
875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756,Toei Animation,1996,Ongoing,Light Novel,PG-13,"Horror, Drama"
795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424,Bones,1994,Ongoing,Original,PG-13,"Adventure, Fantasy"
33994,Servamp Specials,Comedy,Special,3,7.88,5973,Bones,1997,Upcoming,Original,G,"Sci-Fi, Fantasy"
18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,7.88,121063,Bones,2016,Upcoming,Web Novel,PG-13,"Romance, Fantasy"
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1,7.88,3089,Madhouse,2012,Completed,Web Novel,G,"Action, Slice of Life"
16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013,Studio Pierrot,1973,Ongoing,Game,R+,"Drama, Slice of Life"
479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027,Madhouse,2015,Upcoming,Manga,R+,"Comedy, Slice of Life"
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020,Madhouse,2014,Upcoming,Original,R+,"Drama, Romance"
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343,Bones,2016,Upcoming,Game,R,"Sci-Fi, Adventure"
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342,Madhouse,2023,Completed,Web Novel,R+,"Action, Adventure"
15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657,Toei Animation,1975,Upcoming,Game,R+,"Adventure, Slice of Life"
33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13,7.87,1043,Kyoto Animation,1997,Completed,Light Novel,G,"Romance, Sci-Fi"
570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464,Wit Studio,1999,Completed,Game,PG,"Horror, Romance"
5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048,Studio Pierrot,1993,Ongoing,Web Novel,R,"Action, Adventure"
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453,Studio Pierrot,1999,Upcoming,Light Novel,R+,"Horror, Fantasy"
